all_types	stage	cell
DM4	adult	ORN_10day_nuclei_P3_J7-1-0
DM2	adult	ORN_10day_nuclei_P3_J20-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_O9-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P2_K6-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_D20-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_L16-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_D5-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P7_K18-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P1_E18-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P5_J16-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P10_I15-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_P15-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P1_K11-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_H10-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P6_E11-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P2_E6-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P1_B7-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P5_N23-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P10_E10-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_G15-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_C13-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P8_P19-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_G20-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P3_B18-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_H21-1-0
NaN	adult	ORN_10day_nuclei_P3_M9-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_B6-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P3_O14-1-0
DC2	adult	ORN_10day_nuclei_P3_J11-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_M10-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P1_A2-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P1_A18-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P5_K12-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_F5-1-0
NaN	adult	ORN_10day_nuclei_P3_I19-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P8_N11-1-0
NaN	adult	ORN_10day_nuclei_P3_A21-1-0
DM1	adult	ORN_10day_nuclei_P3_O18-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_M10-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_J20-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P10_K12-1-0
NaN	adult	ORN_10day_nuclei_P3_H21-1-0
DA1	adult	ORN_10day_nuclei_P2_L7-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P1_H5-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P8_E18-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_D5-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_E15-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P6_E23-1-0
VP1l_VP3	adult	ORNnuclei_adult_nSybUNC84GFP_P6_O16-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_G24-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_H7-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P9_M17-1-0
V	adult	ORN_10day_nuclei_P2_C20-1-0
DM4	adult	ORN_10day_nuclei_P2_B9-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_K22-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P2_K15-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_H8-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P2_J16-1-0
DA1	adult	ORN_10day_nuclei_P2_L14-1-0
NaN	adult	ORN_10day_nuclei_P3_O19-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_P7-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_I10-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P5_M8-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_F5-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P7_I11-1-0
VP1l_VP3	adult	ORNnuclei_adult_nSybUNC84GFP_P8_L15-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_L5-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_B15-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_G9-1-0
VP4_VP1d_VP2	adult	ORNnuclei_adult_nSybUNC84GFP_P2_I22-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_G5-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P10_K16-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_M17-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_C19-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_M11-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P3_J8-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P5_G8-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P8_E23-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P5_C13-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_E13-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_M18-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_B13-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P5_D15-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P6_J23-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_E8-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P9_O13-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P6_M10-1-0
VP4_VP1d_VP2	adult	ORNnuclei_adult_nSybUNC84GFP_P8_B20-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_C6-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P3_E1-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P8_C2-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_L2-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P7_J18-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P9_D14-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P5_L16-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P9_C7-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_M24-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_J8-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_I7-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P3_F18-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_A24-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P5_M21-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_D3-1-0
VP4_VP1d_VP2	adult	ORN_10day_nuclei_P2_O2-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P7_D17-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P2_E9-1-0
VP4_VP1d_VP2	adult	ORN_10day_nuclei_P2_J8-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_L17-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_K9-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P6_P12-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_F12-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P9_M4-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P5_F22-1-0
DL3	adult	ORN_10day_nuclei_P2_B11-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_G2-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P2_G23-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P9_I6-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_C15-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_B2-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_H15-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_K9-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_N20-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_I14-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_C4-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_K11-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_C14-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P2_A14-1-0
VA1v	adult	ORN_10day_nuclei_P2_H13-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P8_C1-1-0
VA1v	adult	ORN_10day_nuclei_P3_L19-1-0
NaN	adult	ORN_10day_nuclei_P2_G10-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P5_E7-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_J23-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P10_P4-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P8_F4-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_C11-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_O5-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_O3-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_F15-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_D1-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_I8-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P1_B22-1-0
DL2d/v_DP1l_VC3l	adult	ORN_10day_nuclei_P2_L18-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P3_B9-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_D7-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P3_P5-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P1_H7-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_E3-1-0
DP1m_DC4	adult	ORN_10day_nuclei_P2_J4-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P2_G23-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_F9-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P8_G17-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P2_K11-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P5_M12-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P3_G8-1-0
DC1	adult	ORN_10day_nuclei_P2_N6-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P3_M9-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_L4-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_D14-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_N9-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P1_M18-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P2_E13-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P1_F13-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P2_B16-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P3_L21-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P9_O12-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P1_N19-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_F3-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P6_J4-1-0
DL3	adult	ORN_10day_nuclei_P2_A14-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P1_K19-1-0
VM3_VA5	adult	ORN_10day_nuclei_P3_L14-1-0
VP1l_VP3	adult	ORNnuclei_adult_nSybUNC84GFP_P7_C20-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P10_B14-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_D6-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P1_H18-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_G5-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_L13-1-0
V	adult	ORN_10day_nuclei_P2_G22-1-0
DA1	adult	ORN_10day_nuclei_P3_C2-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_D13-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P2_N18-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_I3-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P3_N12-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P6_A7-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P10_O10-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P2_E6-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_D9-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_M5-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_O5-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_P2-1-0
VP1l_VP3	adult	ORNnuclei_adult_nSybUNC84GFP_P2_N18-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P2_D18-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P7_G1-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_H7-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_C21-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_F12-1-0
VA1v	adult	ORN_10day_nuclei_P2_F16-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P5_F13-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P7_F17-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P10_M20-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_B22-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P2_J3-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P8_J10-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P8_E4-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_M24-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P6_M14-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_P3-1-0
NaN	adult	ORN_10day_nuclei_P2_E15-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P10_M19-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P5_D18-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P1_C4-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P10_E16-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P9_C18-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P1_K6-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_G3-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_C7-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P5_P15-1-0
D	adult	ORN_10day_nuclei_P2_D8-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P6_D16-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P5_K4-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P5_M20-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P10_E11-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_C4-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P6_O4-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_I16-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P10_O9-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P7_E18-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P10_O6-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_O15-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_K8-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_B4-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P6_H18-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P6_H11-1-0
NaN	adult	ORN_10day_nuclei_P2_J17-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_I2-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_N10-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_I22-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_N11-1-0
DA1	adult	ORN_10day_nuclei_P2_P13-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P6_E21-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P7_L9-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P5_B16-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_I7-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P1_I3-1-0
DA1	adult	ORN_10day_nuclei_P3_C6-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_N22-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P3_M3-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_L22-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_P19-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_I21-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_L7-1-0
VA1v	adult	ORN_10day_nuclei_P3_F7-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_I8-1-0
DL3	adult	ORN_10day_nuclei_P2_M19-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_O23-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P3_K3-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_C14-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P8_D7-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P10_F23-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P10_M15-1-0
VA1v	adult	ORN_10day_nuclei_P2_C11-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P5_F4-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P3_M6-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_J17-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P6_J6-1-0
NaN	adult	ORN_10day_nuclei_P3_C12-1-0
DM1	adult	ORN_10day_nuclei_P3_N17-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P3_N7-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P5_I17-1-0
VA1v	adult	ORN_10day_nuclei_P3_A8-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P8_J4-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P9_E6-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_K24-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P7_L7-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_E17-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P10_H13-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P5_F23-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_I2-1-0
DM2	adult	ORN_10day_nuclei_P3_K19-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_F7-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_B7-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P2_G22-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_O6-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P6_G10-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_N6-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P10_D8-1-0
NaN	adult	ORN_10day_nuclei_P2_N12-1-0
DA1	adult	ORN_10day_nuclei_P3_D6-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P3_G12-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P10_G19-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P3_L16-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_P9-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P6_G6-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_F24-1-0
DM1	adult	ORN_10day_nuclei_P2_K24-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_A3-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_H7-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_I16-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P10_M6-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_K19-1-0
VA2	adult	ORN_10day_nuclei_P2_K18-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P5_A11-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P10_N14-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P9_E23-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P10_M22-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_H13-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P2_K16-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_O8-1-0
NaN	adult	ORN_10day_nuclei_P3_F19-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P7_G20-1-0
DA1	adult	ORN_10day_nuclei_P3_P6-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_M17-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_N19-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_N11-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_P6-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P8_J21-1-0
DM4	adult	ORN_10day_nuclei_P2_A5-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_O18-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_N7-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P9_F11-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P7_B17-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P9_J10-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_L14-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P8_G1-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P10_K5-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P2_L3-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_O11-1-0
VP4_VP1d_VP2	adult	ORNnuclei_adult_nSybUNC84GFP_P9_J2-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P7_I12-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P9_D13-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P6_F4-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_N18-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P6_G12-1-0
DL5	adult	ORN_10day_nuclei_P2_P16-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_A24-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P9_A12-1-0
VA1v	adult	ORN_10day_nuclei_P2_O6-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_N13-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P9_C5-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P2_G18-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P2_M24-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P1_C2-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P1_K16-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P7_M14-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_E1-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_L15-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_F5-1-0
DA1	adult	ORN_10day_nuclei_P3_E22-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P10_H1-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_F22-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P8_D8-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P8_H21-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P5_H16-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P3_H3-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P3_B20-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P5_N8-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_H21-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P1_J12-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P2_F7-1-0
